,Revenue,Company Name,parsed_sector,states,parsed_type_of_ownership,Industry,parsed_job_title,parsed_founded,Rating,description_length,Size,per_hour_salary_jobs,fixed_salary_jobs,average_salary
1758,$10+ billion (USD),Leidos,Aerospace & Defense,VA,Company - Public,Aerospace & Defense,behavioral and cognitive principal research scientist,1969.0,3.9,941,10000+ Employees,0,1,37500.0
1759,$10+ billion (USD),Leidos,Aerospace & Defense,MD,Company - Public,Aerospace & Defense,lead solutions architect,1969.0,,830,10000+ Employees,0,1,37500.0
1760,$100 to $500 million (USD),Lyneer Staffing Solutions,Business Services,PA,Company - Private,Staffing & Outsourcing,data analyst,2010.0,3.3,1141,201 to 500 Employees,0,1,37500.0
1761,$100 to $500 million (USD),Acacia Network,Non-Profit,NY,Nonprofit Organization,Social Assistance,informatics specialist,1966.0,,587,1001 to 5000 Employees,0,1,37500.0
1762,$10 to $25 million (USD),Gestalt Diagnostics,Finance,ID,Company - Private,Investment Banking & Asset Management,senior data analyst,1972.0,3.6,712,201 to 500 Employees,0,1,37500.0
1763,$25 to $50 million (USD),Envision LLC,Business Services,MO,Company - Private,Staffing & Outsourcing,data scientist – facility analytics,1994.0,4.5,827,201 to 500 Employees,0,1,37500.0
1764,$10+ billion (USD),Freddie Mac,Finance,VA,Company - Public,Lending,quantitative analytics senior - market risk,1970.0,4.0,675,5001 to 10000 Employees,0,1,37500.0
1765,$10+ billion (USD),Cognizant Technology Solutions,Business Services,NJ,Company - Public,Consulting,"service line sales- ai & analytics-retail, hospitality, consumer goods",1994.0,3.8,3875,10000+ Employees,0,1,37500.0
1766,$50 to $100 million (USD),The Intersect Group,Business Services,MO,Company - Private,Staffing & Outsourcing,data analyst,2006.0,,3918,501 to 1000 Employees,0,1,37500.0
1767,Less than $1 million (USD),Simplex,Business Services,TX,Company - Private,Staffing & Outsourcing,senior data engineer - remote,2012.0,,598,1 to 50 Employees,0,1,37500.0
1768,Less than $1 million (USD),"CGI Group, Inc.",Business Services,UT,Company - Private,Staffing & Outsourcing,big data engineer,2012.0,,802,1 to 50 Employees,0,1,37500.0
1769,Less than $1 million (USD),Deephaven Data Labs,Business Services,Remote,Company - Private,Staffing & Outsourcing,open source developer relations engineer,2012.0,,802,1 to 50 Employees,0,1,37500.0
1770,$10+ billion (USD),ASML,Manufacturing,CA,Company - Public,Electrical & Electronic Manufacturing,senior design engineer source & mask optimization,1976.0,3.8,4430,10000+ Employees,0,1,37500.0
1771,$10+ billion (USD),PayPal,Information Technology,NY,Company - Public,Internet,"senior manager, inside sales analytics",1998.0,4.1,1201,10000+ Employees,0,1,37500.0
1772,,RMDS Lab,Unknown / Non-Applicable,CA,IT Services,Information Technology,data scientist for grmds.org,,4.5,501,501 to 1000 Employees,0,1,60000.0
1773,$10+ billion (USD),Digital Trike,Retail,UT,Subsidiary or Business Segment,General Merchandise & Superstores,data science & analytics,1983.0,3.3,914,10000+ Employees,0,1,118000.0
1774,$1 to $5 million (USD),FedEx Services,Transportation & Logistics,VA,Company - Public,Logistics & Supply Chain,data analyst,2000.0,4.1,597,10000+ Employees,0,1,67000.0
1775,$1 to $5 million (USD),Pinnacle Group,Transportation & Logistics,TN,Company - Public,Logistics & Supply Chain,data engineer (remote 667-1),2000.0,4.1,611,10000+ Employees,0,1,67000.0
1776,$10+ billion (USD),Walmart,Retail,TX,Company - Public,General Merchandise & Superstores,data scientist,1994.0,,596,51 to 200 Employees,0,1,90000.0
1777,$10+ billion (USD),veritis group inc,Retail,TX,Company - Public,General Merchandise & Superstores,data scientist,1994.0,3.3,977,10000+ Employees,0,1,90000.0
1778,,Salesforce,Unknown / Non-Applicable,WA,IT Services,Information Technology,data science engineer,,4.4,1195,1 to 50 Employees,0,1,90000.0
1779,,Amazon.com Services LLC,Unknown / Non-Applicable,CO,IT Services,Information Technology,sde- measurement & data science- 2021,,4.4,1195,1 to 50 Employees,0,1,90000.0
1780,,United Solutions LLC,Unknown / Non-Applicable,MD,IT Services,Information Technology,data scientist,,4.4,1195,1 to 50 Employees,0,1,90000.0
1781,$10+ billion (USD),Nike,Information Technology,OR,Company - Public,Internet,"director, communications algorithms data science",1994.0,3.8,3130,10000+ Employees,0,1,90000.0
1782,$10+ billion (USD),Vastek Inc.,Information Technology,TX,Company - Public,Internet,data scientist,1994.0,3.8,3130,10000+ Employees,0,1,90000.0
1783,$10+ billion (USD),Amgenium LLC,Manufacturing,CA,Company - Public,Consumer Products Manufacturing,data engineer,1972.0,4.1,3,10000+ Employees,0,1,90000.0
1784,Unknown / Non-Applicable,National Renewable Energy Laboratory,"Oil, Gas, Energy & Utilities",CO,Government,Energy,postdoctoral researchers- autonomous experiments and materials data,1978.0,,852,1001 to 5000 Employees,0,1,90000.0
1785,Unknown / Non-Applicable,Volant Trading,"Oil, Gas, Energy & Utilities",NY,Government,Energy,data analyst,1978.0,4.3,1046,1001 to 5000 Employees,0,1,90000.0
1786,Unknown / Non-Applicable,Atlassian,"Oil, Gas, Energy & Utilities",NY,Government,Energy,"data scientist, product analytics (remote - u.s.)",1978.0,4.3,1046,1001 to 5000 Employees,0,1,90000.0
